# Constructed from biom file					
d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae	0	0.001942939	0.000761593	0	Desulfomonilaceae
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae	0	0.004294918	0.003676937	0	Pirellulaceae
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae	0	0.004448308	0.002731088	0	Desulfurivibrionaceae
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__WCHB1-02	0	0	0.000384891	0	WCHB1-02
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	0	0	0.00103593	0	Fibrobacteraceae
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae	0	0.000971469	0.000610093	0	Sporichthyaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae	0	0.00071582	0.000290716	0	Cyclobacteriaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae	0	0.006186727	0.000921282	0	Acidiferrobacteraceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0	0	0.000163783	0	Lachnospiraceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	0	0.001840679	0.004192855	0	Aeromonadaceae
d__Bacteria;p__Firmicutes;__;__;__	0.018597858	0	0.000560958	0	d__Bacteria;p__Firmicutes;__;__;__
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__PBS-18	0	0.00046017	0.000454499	0	PBS-18
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_17;f__Subgroup_17	0	0.000971469	0.002767939	0	Subgroup_17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae	0	0.0005113	0.00152728	0	Microscillaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__	0	0	0.002030914	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41	0	0.003170058	0.001887604	0.006368159	BIrii41
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales	0	0	0.000278432	0	Peptostreptococcales-Tissierellales
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0	0	0.000728836	0	Verrucomicrobiaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae	0	0	0.00044631	0	Sphingobacteriaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae	0	0	9.42E-05	0	Kaistiaceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15	0	0.002556499	0.001519091	0	SJA-15
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae	0	0	0.00167878	0	Izemoplasmataceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae	0	0	0.000180162	0	Xiphinematobacteraceae
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0	0	0.002182414	0.004577114	Gemmatimonadaceae
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae	0	0.00056243	0.001117822	0.004776119	Myxococcaceae
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__uncultured	0	0	0.000343945	0	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__uncultured
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae	0	0	0.00064285	0.00159204	Methanosaetaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0	0	0.001273416	0	Rhizobiaceae
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__FS118-23B-02;f__FS118-23B-02	0	0	0.000131027	0	FS118-23B-02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0	0	0.001273416	0	Oxalobacteraceae
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae	0	0.001278249	0.000737025	0	Nitrospiraceae
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae	0	0.00076695	0.000904903	0.008955224	Phormidiaceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae	0	0.001329379	0.001908077	0	Sandaracinaceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031	0	0.002249719	0.001662401	0.010746269	SBR1031
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__MSBL5;f__MSBL5	0	0.00071582	0.000859863	0.00278607	MSBL5
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeobacterales;f__Gloeobacteraceae	0	0	0	0.014129353	Gloeobacteraceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__1013-28-CG33;f__1013-28-CG33	0	0.003016668	0.000474972	0	1013-28-CG33
d__Bacteria;p__TA06;c__TA06;o__TA06;f__TA06	0	0.001329379	0.000925376	0.00119403	TA06
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__1-20;f__1-20	0	0.001278249	0.000663323	0	1-20
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae	0	0	0.000859863	0	Blastocatellaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0	0.001687289	0.002698331	0	Saprospiraceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0	0	0.002075955	0	Marinifilaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae	0	0.00040904	0.002522264	0	Marinilabiliaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;f__CCD24	0	0	0.000364418	0	CCD24
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae	0	0	0.000253864	0	Microtrichaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae	0	0.00071582	0.000233391	0	Nitrosococcaceae
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae	0	0.00030678	0.00074112	0.002189055	Endomicrobiaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0	0	0.001068687	0.025671642	Xanthobacteraceae
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__MA-28-I98C;f__MA-28-I98C	0	0	0.000462688	0	MA-28-I98C
d__Bacteria;p__LCP-89;c__LCP-89;o__LCP-89;f__LCP-89	0	0.00071582	0.003595046	0.00278607	LCP-89
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae	0	0	0.000896714	0	Hyphomonadaceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;__	0	0.00071582	0.00029481	0.017910448	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;__
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	0	0	0.000499539	0	Anaerovoracaceae
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria	0	0	0.00014331	0	Berkelbacteria
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae	0	0.001329379	0.00197359	0	Williamwhitmaniaceae
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;__;__	0	0	0.000401269	0	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;__;__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__MSBL9	0	0.001022599	0.000532296	0	MSBL9
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13;f__PLTA13	0	0	0.000327567	0.00119403	PLTA13
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae	0	0	0.000212918	0	Parachlamydiaceae
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Acidothermaceae	0.003700097	0	0	0	Acidothermaceae
d__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__WCHB1-81;f__WCHB1-81	0	0	0.000139216	0	WCHB1-81
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae	0	0.000971469	0.000560958	0	Nostocaceae
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae	0.016358325	0	0	0	Ktedonobacteraceae
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae	0	0	0.000225202	0	Syntrophomonadaceae
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae	0	0.001891809	0.000851674	0.004378109	Acidobacteriae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0	0	0.000266148	0	Devosiaceae
d__Bacteria;p__Bacteroidota;c__SJA-28;o__SJA-28;f__SJA-28	0	0.002403109	0.001252943	0.00039801	SJA-28
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae	0	0	0.000732931	0	Spirosomaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__S15A-MN91	0	0.00035791	0.000765687	0	S15A-MN91
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__LD1-PB3;f__LD1-PB3	0	0	0.001175146	0	LD1-PB3
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190	0	0	0.00034804	0	OM190
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__uncultured	0	0.003016668	0.000503634	0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__uncultured
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae	0	0	0.000233391	0	Polyangiaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Ika33	0	0	0.000618282	0	Ika33
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__vadinBA26;f__vadinBA26	0	0	0.000176067	0	vadinBA26
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0	0.00025565	0.000499539	0	Burkholderiaceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae	0	0.00025565	0.000122838	0	Peptostreptococcaceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae	0	0	0.002063671	0.005771144	Opitutaceae
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales	0	0	0.000266148	0	Saccharimonadales
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCM19a;f__CCM19a	0	0	0.000270243	0	CCM19a
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae	0	0	0.001085065	0	Fusibacteraceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae	0.012560857	0	0	0	Acidithiobacillaceae
d__Bacteria;p__CK-2C2-2;c__CK-2C2-2;o__CK-2C2-2;f__CK-2C2-2	0	0	0.000102365	0	CK-2C2-2
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__uncultured	0	0	0	0.025671642	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__uncultured
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group	0	0	0.000384891	0	NS9_marine_group
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales	0	0	0.001510902	0	Woesearchaeales
d__Bacteria;p__Patescibacteria;c__CPR2;o__CPR2;f__CPR2	0	0	0.000176067	0	CPR2
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0	0.001278249	0.000573242	0	Caldilineaceae
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__Subgroup_2	0	0	2.46E-05	0.026069652	Subgroup_2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FTLpost3	0	0	0.000458594	0	FTLpost3
d__Bacteria;__;__;__;__	0.001363194	0.0005113	0.002043198	0.004577114	d__Bacteria;__;__;__;__
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Demequinaceae	0	0	9.42E-05	0	Demequinaceae
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae	0.014021422	0	0	0	Acidimicrobiaceae
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2	0.002823759	0	0	0	WPS-2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17	0	0	0.000994984	0	env.OPS_17
d__Bacteria;p__Edwardsbacteria;c__Edwardsbacteria;o__Edwardsbacteria;f__Edwardsbacteria	0	0	9.83E-05	0	Edwardsbacteria
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae	0.000778968	0	0.000114648	0	Simkaniaceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae	0	0.000971469	0.001224281	0.006169154	Haliangiaceae
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.00691334	0	0	0	Gemmataceae
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae	0	0	0.000176067	0	Kineosporiaceae
d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014	0	0	9.83E-05	0	DTU014
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae	0	0	0.000442215	0.018507463	Solibacteraceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group	0	0	0.00034804	0	[Eubacterium]_coprostanoligenes_group
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__RBG-13-46-9;f__RBG-13-46-9	0	0	0.000135121	0.002189055	RBG-13-46-9
d__Bacteria;p__Nitrospirota;c__4-29-1;o__4-29-1;f__4-29-1	0	0.002249719	0.000200635	0.011542289	4-29-1
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14	0	0.00015339	0.000184256	0	67-14
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5	0	0	0.000131027	0	SG8-5
d__Bacteria;p__Acidobacteriota;c__Acidobacteriota;o__Acidobacteriota;f__Acidobacteriota	0	0	0.000364418	0	Acidobacteriota
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3	0	0	0.000192445	0	KF-JG30-B3
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae	0	0	0.00054458	0	Hydrogenedensaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae	0	0.001329379	0.000401269	0	Thiotrichaceae
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__uncultured	0	0	0.000106459	0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__uncultured
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadales	0	0.0005113	0.000487256	0	Cloacimonadales
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae	0	0.00035791	0.000298905	0	Cryomorphaceae
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured	0.005160662	0	0	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae	0.007594937	0	6.14E-05	0	Obscuribacteraceae
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5	0	0	0.000565053	0	SCGC_AAA011-D5
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0	0	0.000311188	0	Fusobacteriaceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__GWC2-45-44	0	0.00020452	0.000110554	0	GWC2-45-44
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__CG1-02-57-44	0	0.00061356	0.0001515	0	CG1-02-57-44
d__Bacteria;p__Firmicutes;c__Clostridia;__;__	0	0	9.83E-05	0	d__Bacteria;p__Firmicutes;c__Clostridia;__;__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Pla1_lineage	0	0	0.00034804	0	Pla1_lineage
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae	0	0	0.000483161	0	Defluviitaleaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae	0	0.00076695	0.000663323	0	Coxiellaceae
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales	0	0.0005113	0.000397175	0.002587065	Kapabacteriales
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0	0	0.000356229	0	Barnesiellaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae	0	0	7.37E-05	0	Azospirillaceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__PS-B29;f__PS-B29	0	0	0.000372607	0	PS-B29
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	0	0	0.000286621	0	Halomonadaceae
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage	0	0	0.000442215	0.00278607	Pla3_lineage
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophales	0	0	0.000311188	0.00199005	Omnitrophales
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9	0	0	0.001420821	0.006965174	RBG-13-54-9
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae	0	0	6.14E-05	0	Nannocystaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	0	0	5.73E-05	0	Methylococcaceae
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011_GWC1_47_15	0	0	0.000278432	0	GW2011_GWC1_47_15
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae	0	0	0.000245675	0	Halothiobacillaceae
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage	0	0	0.000466783	0	Pla4_lineage
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group	0	0	0.000716552	0	NS11-12_marine_group
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb;f__Lineage_IIb	0	0.001022599	0.000356229	0.00278607	Lineage_IIb
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacterales	0	0.00061356	0.000257959	0	Fibrobacterales
d__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__MidBa8	0	0	0.000622377	0	MidBa8
d__Bacteria;p__Myxococcota;c__Polyangia;o__UASB-TL25;f__UASB-TL25	0	0.001533899	0.00064285	0	UASB-TL25
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22	0	0	0.000405364	0	Bacteroidetes_VC2.1_Bac22
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae	0	0.00035791	0.000245675	0	Bacteriovoracaceae
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15	0	0	6.96E-05	0	NKB15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae	0	0	0.000397175	0	Dysgonomonadaceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4	0	0	0.000335756	0.005970149	SG8-4
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae	0	0.00046017	0.000597809	0.006169154	Chthoniobacteraceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;__	0	0	0.000466783	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;__
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Z4MB62	0	0	0.00014331	0	Z4MB62
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae	0	0	3.69E-05	0	Isosphaeraceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70	0	0	0.000147405	0	VHS-B3-70
d__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG);o__Deep_Sea_Euryarchaeotic_Group(DSEG);f__Deep_Sea_Euryarchaeotic_Group(DSEG)	0	0	0.000217013	0	Deep_Sea_Euryarchaeotic_Group(DSEG)
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25	0	0.00030678	0.000266148	0.000995025	bacteriap25
d__Bacteria;p__Deferrisomatota;c__Defferrisomatia;o__Defferrisomatales;f__Defferrisomataceae	0	0.00092034	0.000429931	0	Defferrisomataceae
d__Bacteria;p__WOR-1;c__WOR-1;o__WOR-1;f__WOR-1	0	0	0.000233391	0	WOR-1
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__B122	0	0	0.00068789	0.012338308	B122
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc;o__Lineage_IIc;f__Lineage_IIc	0	0	0.000221108	0	Lineage_IIc
d__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__	0	0	0	0.003781095	d__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae	0	0	0.000413553	0	Brevinemataceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae	0.000778968	0.0005113	0.000102365	0	Micropepsaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__uncultured	0	0	0.00019654	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__uncultured
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__S-BQ2-57_soil_group;f__S-BQ2-57_soil_group	0	0.00040904	0.000384891	0.00159204	S-BQ2-57_soil_group
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_13;f__Subgroup_13	0.004576436	0	4.50E-05	0	Subgroup_13
d__Bacteria;p__Caldatribacteriota;c__JS1;o__JS1;f__JS1	0	0	4.91E-05	0	JS1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__ST-12K33	0	0	0.000188351	0	ST-12K33
d__Bacteria;p__Acidobacteriota;__;__;__	0	0	1.23E-05	0.00358209	d__Bacteria;p__Acidobacteriota;__;__;__
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae	0	0.00061356	0.000135121	0	Desulfococcaceae
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22	0	0	0.000474972	0	JGI_0000069-P22
d__Bacteria;p__RCP2-54;c__RCP2-54;o__RCP2-54;f__RCP2-54	0.002726388	0	0.000221108	0	RCP2-54
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	0	0	0.000118743	0	Intrasporangiaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839	0	0	0.000147405	0	A0839
