# Constructed from biom file					
d__Bacteria;p__Acetothermia;c__Acetothermiia;o__Acetothermiia;f__Acetothermiia	0	0	0.000118743	0	Acetothermiia
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae	0	0	0.000286621	0	Dongiaceae
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae	0	0	0.000409458	0.001393035	Bryobacteraceae
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria	0	0	0.00058962	0	Gracilibacteria
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae	0	0	0.000245675	0	Chitinibacteraceae
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__SR-FBR-L83	0	0	0.000204729	0	SR-FBR-L83
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02	0	0	0.000200635	0	Lenti-02
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae	0	0	9.01E-05	0	Dermatophilaceae
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae	0	0.00061356	0.000270243	0	Moduliflexaceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__KCLunmb-38-53	0	0.00030678	0.000253864	0	KCLunmb-38-53
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__	0	0	0.000503634	0.003781095	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria	0	0.00010226	0.000122838	0	Candidatus_Woesebacteria
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae	0	0	0.000155594	0	Rubinisphaeraceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.001460565	0	3.69E-05	0	Rickettsiaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__KD1-131	0	0	0.0001515	0	KD1-131
d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15;f__MVP-15	0	0.0005113	0.000323472	0	MVP-15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae	0	0.00071582	0.000163783	0	Crocinitomicaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0	0	6.14E-05	0	Bacteroidaceae
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae	0	0	0.000147405	0	Cellulomonadaceae
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;__	0	0	0.000147405	0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;__
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__uncultured	0	0	0.000163783	0	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__uncultured
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage_IV;f__Lineage_IV	0.003602726	0	0.000253864	0	Lineage_IV
d__Bacteria;p__FCPU426;c__FCPU426;o__FCPU426;f__FCPU426	0	0	0.000282526	0	FCPU426
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0	0	0.000212918	0	Alteromonadaceae
d__Bacteria;p__Chloroflexi;c__SHA-26;o__SHA-26;f__SHA-26	0	0	2.87E-05	0	SHA-26
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae	0	0	0.000106459	0	Melioribacteraceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b	0	0	0.000483161	0	A4b
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19	0	0	0.000139216	0	Blfdi19
d__Bacteria;p__Myxococcota;__;__;__	0	0	9.01E-05	0	d__Bacteria;p__Myxococcota;__;__;__
d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadales	0	0	0.000114648	0	Chthonomonadales
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767	0	0	0.000184256	0	AKYH767
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rs-E47_termite_group	0	0	0.000163783	0	Rs-E47_termite_group
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae	0	0	0.000483161	0.006368159	Phaselicystidaceae
d__Bacteria;p__Firmicutes;c__TSAC18;o__TSAC18;f__TSAC18	0	0	4.91E-05	0	TSAC18
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexales	0	0	6.14E-05	0	Oligoflexales
d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinivibrionaceae	0	0	0.000167878	0	Chitinivibrionaceae
d__Bacteria;p__WS2;c__WS2;o__WS2;f__WS2	0	0	0.000262053	0.000995025	WS2
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20	0.00097371	0.00020452	0.000147405	0	0319-6G20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae	0	0	5.32E-05	0	Woeseiaceae
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Sh765B-TzT-20;f__Sh765B-TzT-20	0	0	4.09E-05	0	Sh765B-TzT-20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae	0.004673807	0	0	0	Neisseriaceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured	0	0	0.00019654	0	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacterales	0	0.00040904	8.60E-05	0	Acetobacterales
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6	0	0	0.000118743	0.001791045	Eel-36e1D6
d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured	0	0	0.000438121	0	d__Bacteria;p__Armatimonadota;c__uncultured;o__uncultured;f__uncultured
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales	0	0	0.000200635	0	Babeliales
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Amesbacteria;f__Candidatus_Amesbacteria	0	0	0.000229297	0	Candidatus_Amesbacteria
d__Bacteria;p__Gemmatimonadota;c__MD2902-B12;o__MD2902-B12;f__MD2902-B12	0	0	4.91E-05	0	MD2902-B12
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae	0	0	0.000176067	0	Reyranellaceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae	0	0	9.01E-05	0	Peptococcaceae
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__LWQ8	0.002629017	0	0	0	LWQ8
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group	0	0	0.000274337	0.001393035	WD2101_soil_group
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__Candidatus_Moranbacteria	0	0	0.000176067	0	Candidatus_Moranbacteria
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudohongiellaceae	0	0	0.000106459	0	Pseudohongiellaceae
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__FW22;f__FW22	0	0	8.19E-05	0	FW22
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;__	0	0	8.60E-05	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;__
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria	0.002142162	0	0.000208824	0	Mitochondria
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae	0	0	4.09E-05	0	Methanosarcinaceae
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__;__	0.002336904	0	0	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__;__
d__Bacteria;p__Armatimonadota;c__DG-56;o__DG-56;f__DG-56	0	0	7.78E-05	0	DG-56
d__Bacteria;p__Acidobacteriota;c__c5LKS83;o__c5LKS83;f__c5LKS83	0	0	5.73E-05	0	c5LKS83
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured	0	0	0.000131027	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured	0	0	9.01E-05	0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__DS-100;f__DS-100	0	0	8.19E-05	0	DS-100
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__TG3	0	0	8.60E-05	0	TG3
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae	0	0	8.60E-05	0	Nocardioidaceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__uncultured	0	0	7.78E-05	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__uncultured
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__LD1-PA32;f__LD1-PA32	0	0	6.55E-05	0	LD1-PA32
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria	0	0	8.19E-05	0	Candidatus_Yanofskybacteria
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__	0	0.00061356	0.000102365	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales	0	0	6.14E-05	0	Gastranaerophilales
d__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__mle1-27	0	0.00020452	0.000118743	0.00039801	mle1-27
d__Bacteria;p__Spirochaetota;c__V2072-189E03;o__V2072-189E03;f__V2072-189E03	0	0	0.000135121	0	V2072-189E03
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__MVP-88;f__MVP-88	0	0	0.000167878	0	MVP-88
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-44-16	0	0	7.37E-05	0	GWF2-44-16
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Beutenbergiaceae	0	0	7.37E-05	0	Beutenbergiaceae
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;__	0	0	7.37E-05	0	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;__
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured	0	0	4.91E-05	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1)	0	0	0.000135121	0	Absconditabacteriales_(SR1)
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49	0	0	0.000307094	0	vadinHA49
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae	0	0	0.000118743	0	Bdellovibrionaceae
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__MSB-5E12;f__MSB-5E12	0	0	5.32E-05	0	MSB-5E12
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria	0	0	0.000126932	0	Margulisbacteria
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia	0	0	8.60E-05	0	Sericytochromatia
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0	0	6.55E-05	0	Rhodospirillaceae
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__	0	0	6.55E-05	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8	0	0	6.14E-05	0.00238806	mle1-8
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae	0	0	0.000114648	0	Vermiphilaceae
d__Bacteria;p__Acidobacteriota;c__Subgroup_21;o__Subgroup_21;f__Subgroup_21	0	0	2.46E-05	0	Subgroup_21
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__uncultured;f__uncultured	0	0	0.000122838	0	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__uncultured;f__uncultured
d__Bacteria;p__Firestonebacteria;c__Firestonebacteria;o__Firestonebacteria;f__Firestonebacteria	0	0	6.14E-05	0	Firestonebacteria
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;__;__	0	0	6.14E-05	0	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;__;__
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group	0	0	6.14E-05	0	Bacteroidales_RF16_group
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;__	0	0.00046017	6.14E-05	0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;__
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae	0	0	5.73E-05	0	Yersiniaceae
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__MgMjR-022	0	0	5.73E-05	0	MgMjR-022
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__37-13	0	0	9.01E-05	0	37-13
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45	0	0	5.32E-05	0	JG30-KF-CM45
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11	0	0	5.32E-05	0	BD7-11
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B4-70;f__VHS-B4-70	0	0	5.32E-05	0	VHS-B4-70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae	0	0	5.32E-05	0	Pleomorphomonadaceae
d__Bacteria;p__Firmicutes;c__D8A-2;o__D8A-2;f__D8A-2	0.000778968	0	2.05E-05	0	D8A-2
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__B29;f__B29	0	0	4.91E-05	0	B29
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f	0	0	6.96E-05	0	PAUC34f
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;__	0	0	4.91E-05	0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;__
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae	0	0	4.91E-05	0	Porticoccaceae
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__uncultured	0	0	3.28E-05	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__uncultured
d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__LF045	0	0	2.05E-05	0	LF045
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria	0	0	4.50E-05	0	Candidatus_Falkowbacteria
d__Bacteria;p__Acidobacteriota;c__Subgroup_5;o__Subgroup_5;f__Subgroup_5	0	0	4.50E-05	0	Subgroup_5
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19	0	0	4.50E-05	0	PB19
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__ADurb.Bin408	0	0	2.87E-05	0	ADurb.Bin408
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae	0	0	4.09E-05	0	Tepidisphaeraceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group	0	0	6.55E-05	0	AKAU3564_sediment_group
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured	0	0	4.09E-05	0	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae	0	0	4.09E-05	0	Tenderiaceae
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__B5-096	0	0	4.09E-05	0	B5-096
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011	0	0	3.69E-05	0	GW2011
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria	0	0	5.73E-05	0	Candidatus_Nomurabacteria
d__Bacteria;p__Elusimicrobiota;c__Rs-M47;o__Rs-M47;f__Rs-M47	0	0	5.73E-05	0	Rs-M47
d__Bacteria;p__Desulfobacterota;__;__;__	0	0	3.69E-05	0	d__Bacteria;p__Desulfobacterota;__;__;__
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__uncultured	0	0	3.69E-05	0	d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__uncultured
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured	0	0	4.50E-05	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia	0	0	0	0.001791045	Lokiarchaeia
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;__	0	0	0	0.001791045	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;__
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-TzT-191;f__JG36-TzT-191	0	0	0	0.003383085	JG36-TzT-191
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__DG-20;f__DG-20	0	0	3.28E-05	0	DG-20
d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__uncultured;f__uncultured	0	0	3.28E-05	0	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__uncultured;f__uncultured
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae	0	0	3.28E-05	0	Geminicoccaceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae	0	0	3.28E-05	0	Terrimicrobiaceae
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010	0	0	3.28E-05	0	UCG-010
d__Bacteria;p__Bacteroidota;c__OC31;o__OC31;f__OC31	0	0	4.50E-05	0	OC31
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__M2PB4-65_termite_group	0	0	2.87E-05	0	M2PB4-65_termite_group
d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeia;f__Hadarchaeales	0	0	2.87E-05	0	Hadarchaeales
d__Bacteria;p__Firmicutes;c__Moorellia;o__Desulfitibacterales;f__Desulfitibacteraceae	0	0	2.87E-05	0	Desulfitibacteraceae
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Microgenomatia;f__Microgenomatia	0	0	2.87E-05	0	Microgenomatia
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae	0	0	4.09E-05	0	Sumerlaeaceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__uncultured;f__uncultured	0	0	2.46E-05	0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__uncultured;f__uncultured
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97	0	0	2.46E-05	0	vadinBE97
d__Archaea;__;__;__;__	0	0	4.50E-05	0	d__Archaea;__;__;__;__
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae	0	0	2.46E-05	0	Chamaesiphonaceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__ST-NAGAB-D1	0	0	2.46E-05	0	ST-NAGAB-D1
d__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae	0	0	2.46E-05	0	Abditibacteriaceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007	0	0	0	0.00119403	DEV007
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a	0	0.00025565	0	0	CCM11a
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0	0	2.05E-05	0	Rikenellaceae
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__Candidatus_Jorgensenbacteria	0	0	4.09E-05	0	Candidatus_Jorgensenbacteria
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae	0	0	2.05E-05	0	Fimbriimonadaceae
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__SS1-B-02-17;f__SS1-B-02-17	0	0	2.05E-05	0	SS1-B-02-17
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__FS117-23B-02;f__FS117-23B-02	0	0	2.05E-05	0	FS117-23B-02
d__Bacteria;p__Planctomycetota;__;__;__	0	0	3.69E-05	0	d__Bacteria;p__Planctomycetota;__;__;__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30	0	0	2.05E-05	0	SM23-30
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__ER-E4-17;f__ER-E4-17	0	0	0	0.000995025	ER-E4-17
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;__;__	0	0	1.64E-05	0	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;__;__
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured	0	0	1.64E-05	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured
Unassigned;__;__;__;__	0	0	1.64E-05	0	Unassigned;__;__;__;__
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae	0	0	1.64E-05	0	Paracaedibacteraceae
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa;o__Lineage_IIa;f__Lineage_IIa	0	0	1.64E-05	0.00079602	Lineage_IIa
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Zambryskibacteria;f__Candidatus_Zambryskibacteria	0	0	1.64E-05	0	Candidatus_Zambryskibacteria
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__MBMPE27;f__MBMPE27	0	0	0	0.00079602	MBMPE27
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae	0	0.00015339	0	0	Chromatiaceae
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Vogelbacteria;f__Candidatus_Vogelbacteria	0	0	1.23E-05	0	Candidatus_Vogelbacteria
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured	0	0	1.23E-05	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__053A03-B-DI-P58;f__053A03-B-DI-P58	0	0	1.23E-05	0	053A03-B-DI-P58
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0	0	1.23E-05	0	Legionellaceae
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__uncultured	0	0	1.23E-05	0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__uncultured
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured	0	0	1.23E-05	0	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae	0	0	1.23E-05	0	Methylacidiphilaceae
d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriales	0	0	1.23E-05	0	Desulfitobacteriales
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__PAUC26f;f__PAUC26f	0	0	0	0.000597015	PAUC26f
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae	0	0	8.19E-06	0	Holosporaceae
d__Bacteria;p__Proteobacteria;__;__;__	0	0	8.19E-06	0	d__Bacteria;p__Proteobacteria;__;__;__
d__Bacteria;p__Elusimicrobiota;__;__;__	0	0	0	0.00039801	d__Bacteria;p__Elusimicrobiota;__;__;__
